,id,name,album,uscita,artista,collaboratori,generi,popularity,key,bpm,energy,danceability,happiness,loudness,acousticness,instrumentalness,liveness,mode,speechiness,time_signature,valence,canzoneArtistaPreferito,canzoneSimileArtistaPreferito,canzoneSimileGenerePreferito,GenerePreferito,artistaPreferito,artistaPreferitoCoinvolto,preferito,cluster_labels
491,6NI585VyhHdHAh6xAAETVl,Luce_(Tramonti_A_Nord_Est)_(feat._La_rappresentante_di_lista),Luce_(Tramonti_A_Nord_Est)_(feat._La_rappresentante_di_lista),2020-02-05,Rancore,['La_rappresentante_di_lista'],"['italian hip hop', 'italian underground hip hop']",42,5,185,0.79,0.42,0.77,-5.26,0.09,0.0,0.15,1,0.086,4,0.773,1.0,0.0,0.0,1.0,1.0,0.0,1,4
492,10y452DRiLSzDQAcX2Ek2j,Oh_Cacchio,Oh_Cacchio,2019-11-29,Leon_Faun,['Duffy'],['italian hip hop'],54,7,100,0.69,0.8,0.6,-11.43,0.23,0.0,0.15,1,0.319,4,0.604,0.0,0.0,0.0,1.0,0.0,0.0,1,29
495,4hsncV3bzuB83dBJcnSCBl,Straight_Out_the_Gate,Something_Else,2013-07-30,Tech_N9ne,"['Krizz_Kaliko', 'Serj_Tankian']",['kansas city hip hop'],55,1,164,0.75,0.56,0.17,-6.25,0.02,0.0,0.65,1,0.06,4,0.169,0.0,0.0,0.0,0.0,0.0,0.0,1,12
496,6NJQpFNkDCMaRBogIi9sOI,Bellbottoms,Orange,1994-10-14,The_Jon_Spencer_Blues_Explosion,[],"['blues rock', 'garage rock', 'punk blues']",58,2,162,0.88,0.31,0.43,-3.26,0.01,0.205,0.25,1,0.215,4,0.435,0.0,0.0,0.0,0.0,0.0,0.0,1,2
499,30kY0saQlvZ6tAJWhlDf6h,My_Darling,Relapse:_Refill,2009-05-15,Eminem,[],"['detroit hip hop', 'hip hop', 'rap']",55,4,171,0.79,0.51,0.46,-6.59,0.32,0.0,0.27,1,0.449,4,0.456,1.0,0.0,0.0,1.0,1.0,0.0,1,12
501,1tF7RL54zjHSy0N2qEQLDY,"I_miss_you,_I’m_sorry","I_miss_you,_I’m_sorry",2020-04-08,Gracie_Abrams,[],['alt z'],0,7,110,0.45,0.62,0.16,-6.1,0.73,0.0,0.13,1,0.048,4,0.161,0.0,0.0,0.0,0.0,0.0,0.0,1,21
505,28A3iZqvnja68TAakWktvg,Addio,Fosse_Per_Lei,2018-06-22,Blue_Virus,['Jack_Sapienza'],['italian hip hop'],0,1,72,0.75,0.64,0.54,-4.5,0.36,0.0,0.1,0,0.341,4,0.535,0.0,0.0,0.0,1.0,0.0,0.0,1,7
506,6l75Og7UcnKVqM14tGhjD6,Not_Afraid,Recovery_(Deluxe_Edition),2010-06-21,Eminem,[],"['detroit hip hop', 'hip hop', 'rap']",50,0,115,0.95,0.85,0.68,-1.19,0.53,0.0,0.2,0,0.241,5,0.676,1.0,0.0,0.0,1.0,1.0,0.0,1,8
509,7FIWs0pqAYbP91WWM0vlTQ,Godzilla_(feat._Juice_WRLD),Music_To_Be_Murdered_By,2020-01-17,Eminem,['Juice_WRLD'],"['detroit hip hop', 'hip hop', 'rap']",85,10,166,0.74,0.81,0.83,-5.26,0.14,0.0,0.29,0,0.342,4,0.829,1.0,0.0,0.0,1.0,1.0,0.0,1,2
510,7lQ8MOhq6IN2w8EYcFNSUk,Without_Me,The_Eminem_Show,2002-05-26,Eminem,[],"['detroit hip hop', 'hip hop', 'rap']",91,7,112,0.67,0.91,0.66,-2.83,0.0,0.0,0.24,1,0.074,4,0.662,1.0,0.0,0.0,1.0,1.0,0.0,1,14
511,0uq5cbQmpGciCLEveRDEdX,Eden_(feat._Dardust),Eden_(feat._Dardust),2020-02-06,Rancore,['Dardust'],"['italian hip hop', 'italian underground hip hop']",40,6,111,0.78,0.5,0.64,-6.1,0.2,0.0,0.11,1,0.14,4,0.641,1.0,0.0,0.0,1.0,1.0,0.0,1,21
522,68NkKKdN3IrL3CDgT8FDoV,Rambo_5:_Last_Blood_-_Old_Town_Road,Rambo_5:_Last_Blood_-_Old_Town_Road,2019-08-23,Norman_Dück,[],[],9,8,130,0.11,0.64,0.08,-18.72,0.95,0.91,0.12,0,0.042,4,0.0798,0.0,0.0,0.0,0.0,0.0,0.0,1,27
523,7wOqBOryVGD3nqDUihDSwL,Rumors,Rumors,2017-04-26,NEFFEX,[],[],71,8,75,0.71,0.67,0.52,-8.4,0.06,0.0,0.43,1,0.115,4,0.516,0.0,0.0,0.0,0.0,0.0,0.0,1,7
524,4xkOaSrkexMciUUogZKVTS,Till_I_Collapse,The_Eminem_Show,2002-05-26,Eminem,['Nate_Dogg'],"['detroit hip hop', 'hip hop', 'rap']",88,1,171,0.85,0.55,0.1,-3.24,0.06,0.0,0.08,1,0.186,4,0.1,1.0,0.0,0.0,1.0,1.0,0.0,1,12
528,5ht2X2DkG7DjOHm6z3Q42P,Where_s_My_Love_(feat._Lily_Kershaw)_-_French_Version,Where_s_My_Love,2017-07-07,SYML,['Lily_Kershaw'],['modern indie pop'],0,0,104,0.2,0.43,0.15,-12.98,0.92,0.008,0.11,0,0.031,4,0.148,0.0,0.0,0.0,0.0,0.0,0.0,1,29
529,7uvM5HZ2coIxRTzKApj1AH,No_Words,Numb,2020-05-22,Dotan,[],['folk-pop'],40,11,136,0.52,0.71,0.38,-10.27,0.28,0.009,0.1,0,0.07,4,0.38,0.0,0.0,0.0,0.0,0.0,0.0,1,27
531,5DhDQ4uXAIwnA65vfwa523,La_città,Sinceramente_Mostro,2020-03-03,Mostro,[],"['italian hip hop', 'italian pop']",55,4,132,0.42,0.67,0.42,-10.25,0.6,0.0,0.1,1,0.276,4,0.425,1.0,0.0,0.0,1.0,1.0,0.0,1,27
535,5obhTUmmNGVDIVnvudBHaU,Estate_dimmerda,Estate_dimmerda,2017-07-21,Salmo,[],"['italian hip hop', 'italian pop', 'italian underground hip hop', 'rap sardegna']",48,1,174,0.72,0.65,0.79,-8.03,0.1,0.0,0.07,1,0.364,4,0.787,1.0,0.0,0.0,1.0,1.0,0.0,1,12
538,0y1QJc3SJVPKJ1OvFmFqe6,Way_down_We_Go,A/B,2016-06-10,KALEO,[],"['icelandic indie', 'icelandic rock', 'modern alternative rock']",84,10,163,0.51,0.49,0.34,-8.02,0.58,0.0,0.1,0,0.117,4,0.337,0.0,0.0,0.0,0.0,0.0,0.0,1,2
539,3jLk18JaCL9sFo9xSDup4A,changes,?_(Deluxe),2019-09-06,XXXTENTACION,[],"['emo rap', 'miami hip hop']",44,11,65,0.31,0.67,0.52,-10.07,0.88,0.0,0.1,1,0.029,4,0.52,1.0,0.0,0.0,1.0,1.0,0.0,1,19
540,3arKLum0IMREFOSq3OkpaF,Na_Na_Na,Na_Na_Na,2019-10-26,Holden,[],"['italian hip hop', 'italian pop', 'pop virale italiano']",59,10,54,0.63,0.5,0.53,-7.94,0.39,0.0,0.36,0,0.276,4,0.532,0.0,0.0,0.0,1.0,0.0,0.0,1,19
541,1Gn0lG7qzuYLT1Jyj3EUDq,BLACK_WIDOW_(Prod._Sick_Luke),UFO,2019-06-21,Zoda,['Sick_Luke'],['italian hip hop'],32,10,113,0.68,0.71,0.38,-8.78,0.74,0.007,0.57,0,0.051,3,0.379,1.0,0.0,0.0,1.0,1.0,0.0,1,3
543,2xLMifQCjDGFmkHkpNLD9h,SICKO_MODE,ASTROWORLD,2018-08-03,Travis_Scott,[],"['hip hop', 'rap', 'slap house']",86,8,155,0.73,0.83,0.45,-3.71,0.01,0.0,0.12,1,0.222,4,0.446,0.0,0.0,0.0,1.0,0.0,0.0,1,2
544,4NhDYoQTYCdWHTvlbGVgwo,GOOBA,GOOBA,2020-05-08,6ix9ine,[],['emo rap'],4,1,178,0.69,0.61,0.39,-5.69,0.03,0.0,0.25,1,0.341,4,0.393,0.0,0.0,0.0,1.0,0.0,0.0,1,4
552,3NbUodf22jk2RC1j69XZiv,Paolo_e_Francesca,Infernum,2020-03-31,Claver_Gold,"['Murubutu', 'Giuliano_Palma']","['italian hip hop', 'italian underground hip hop']",0,10,170,0.74,0.55,0.34,-7.26,0.26,0.0,0.12,0,0.341,4,0.345,0.0,0.0,0.0,1.0,0.0,0.0,1,12
557,3f4fc8c8unrQeKecmUPEDR,Warriors,Warriors,2020-01-10,League_of_Legends,"['2WEI', 'Edda_Hayes']","['speedrun', 'video game music']",72,1,185,0.48,0.14,0.04,-10.14,0.1,0.0,0.1,0,0.048,3,0.0412,0.0,0.0,0.0,0.0,0.0,0.0,1,4
560,0tMSssfxAL2oV8Vri0mFHE,listen_before_i_go,"WHEN_WE_ALL_FALL_ASLEEP,_WHERE_DO_WE_GO?",2019-03-29,Billie_Eilish,[],"['art pop', 'electropop', 'pop']",79,0,80,0.06,0.32,0.08,-23.02,0.94,0.004,0.39,1,0.045,3,0.082,1.0,0.0,0.0,1.0,1.0,0.0,1,15
561,0RHfoNu48a4zLXW9AS609n,UNA_FAVOLA,UNA_FAVOLA,2020-05-01,Zoda,[],['italian hip hop'],0,8,77,0.64,0.48,0.56,-7.72,0.44,0.0,0.16,1,0.262,4,0.561,1.0,0.0,0.0,1.0,1.0,0.0,1,7
564,696DnlkuDOXcMAnKlTgXXK,ROXANNE,ROXANNE,2019-10-10,Arizona_Zervas,[],"['pop rap', 'rhode island rap']",80,6,117,0.6,0.62,0.46,-5.62,0.05,0.0,0.46,0,0.148,5,0.457,0.0,0.0,0.0,1.0,0.0,0.0,1,14
569,73SpzrcaHk0RQPFP73vqVR,No_Time_To_Die,No_Time_To_Die,2020-02-13,Billie_Eilish,[],"['art pop', 'electropop', 'pop']",79,4,74,0.22,0.38,0.05,-13.27,0.92,0.01,0.08,0,0.036,4,0.0517,1.0,0.0,0.0,1.0,1.0,0.0,1,7
570,41zXlQxzTi6cGAjpOXyLYH,idontwannabeyouanymore,dont_smile_at_me,2017-12-22,Billie_Eilish,[],"['art pop', 'electropop', 'pop']",83,7,170,0.41,0.48,0.25,-8.46,0.74,0.0,0.12,1,0.04,3,0.247,1.0,0.0,0.0,1.0,1.0,0.0,1,12
571,4UKCKdYiLN6IMA5ZESUTL7,the_remedy_for_a_broken_heart_(why_am_I_so_in_love),?,2018-03-16,XXXTENTACION,[],"['emo rap', 'miami hip hop']",79,1,120,0.3,0.7,0.27,-11.19,0.78,0.001,0.14,1,0.099,4,0.271,1.0,0.0,0.0,1.0,1.0,0.0,1,28
577,7iQM9DQUFKUSNjVt8GQZV2,Toss_A_Coin_To_Your_Witcher,Toss_A_Coin_To_Your_Witcher,2020-01-22,Sonya_Belousova,"['Giona_Ostinelli', 'Joey_Batey']",['soundtrack'],59,5,103,0.42,0.47,0.48,-9.47,0.92,0.0,0.14,0,0.03,4,0.481,0.0,0.0,0.0,0.0,0.0,0.0,1,29
582,6CcJMwBtXByIz4zQLzFkKc,i_love_you,"WHEN_WE_ALL_FALL_ASLEEP,_WHERE_DO_WE_GO?",2019-03-29,Billie_Eilish,[],"['art pop', 'electropop', 'pop']",82,0,137,0.13,0.42,0.12,-18.43,0.95,0.005,0.11,1,0.038,4,0.12,1.0,0.0,0.0,1.0,1.0,0.0,1,27
593,40YcuQysJ0KlGQTeGUosTC,"Me,_Myself_&_I",When_It_s_Dark_Out,2015-12-04,G-Eazy,['Bebe_Rexha'],"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",80,0,112,0.67,0.76,0.39,-6.52,0.02,0.0,0.16,0,0.096,4,0.389,0.0,0.0,0.0,1.0,0.0,0.0,1,8
595,0VeoSHlgashtg5JYPJjl15,Stronger,Pressure,2019-02-01,The_Score,[],"['modern alternative rock', 'pov: indie']",62,2,192,0.67,0.27,0.11,-4.69,0.02,0.0,0.31,0,0.081,3,0.114,0.0,0.0,0.0,0.0,0.0,0.0,1,4
597,4ZLzoOkj0MPWrTLvooIuaa,Get_You_The_Moon_(feat._Snøw),Get_You_The_Moon_(feat._Snøw),2018-10-08,Kina,['Snøw'],['sad lo-fi'],81,1,119,0.23,0.5,0.09,-16.54,0.72,0.0,0.14,0,0.188,4,0.0895,0.0,0.0,0.0,0.0,0.0,0.0,1,28
599,3ZCTVFBt2Brf31RLEnCkWJ,everything_i_wanted,everything_i_wanted,2019-11-13,Billie_Eilish,[],"['art pop', 'electropop', 'pop']",87,6,120,0.23,0.7,0.24,-14.45,0.9,0.657,0.11,0,0.099,4,0.243,1.0,0.0,0.0,1.0,1.0,0.0,1,28
604,0bqrFwY1HixfnusFxhYbDl,Die_in_This_Town,Act_IV:_Awake,2018-03-27,The_Seige,[],"['bossbeat', 'cali rap']",59,5,65,0.75,0.69,0.59,-4.56,0.01,0.0,0.32,1,0.274,4,0.594,0.0,0.0,0.0,0.0,0.0,0.0,1,19
606,1K8w9NI0YTMut0YtTuzZw4,Kill_Myself,Stay_the_Same,2017-08-14,Lil_Happy_Lil_Sad,['Kuroime'],"['cloud rap', 'emo rap']",45,8,112,0.66,0.64,0.56,-9.25,0.19,0.001,0.13,1,0.026,4,0.556,0.0,0.0,0.0,1.0,0.0,0.0,1,3
612,5FkOlv0W1nBqs3mgbksZa4,whatever_it_takes,whatever_it_takes,2018-08-04,convolk,"['halberd', 'guardin', 'Jakkyboí', '9tails']","['cloud rap', 'emo rap', 'melodic rap']",0,11,108,0.55,0.71,0.35,-6.8,0.4,0.0,0.12,1,0.032,4,0.349,0.0,0.0,0.0,1.0,0.0,0.0,1,21
615,0cItyj95uqYjvYGchMLzIh,Тает_лёд,Тает_лёд,2017-03-10,Грибы,[],"['hard bass', 'russian hip hop', 'ukrainian hip hop']",61,0,120,0.38,0.94,0.52,-12.78,0.17,0.015,0.09,1,0.16,4,0.517,0.0,0.0,0.0,0.0,0.0,0.0,1,28
616,2mumY7rLurSxmnWIC1PCtc,Straight_Out_the_Gate:_(The_Scott_Stevens_Remix)_-_Bonus_Track,Strangeulation_(Deluxe_Edition),2014-05-06,Tech_N9ne_Collabos,"['Serj_Tankian', 'John_5', 'Krizz_Kaliko']","['country rap', 'kansas city hip hop']",55,9,164,0.87,0.56,0.43,-5.74,0.0,0.0,0.51,1,0.044,4,0.433,0.0,0.0,0.0,0.0,0.0,0.0,1,2
617,2zYzyRzz6pRmhPzyfMEC8s,Highway_to_Hell,Highway_to_Hell,1979-07-27,AC/DC,[],"['australian rock', 'hard rock', 'rock']",88,6,116,0.91,0.57,0.42,-4.79,0.06,0.002,0.16,0,0.133,4,0.423,0.0,0.0,0.0,1.0,0.0,0.0,1,14
619,43zdsphuZLzwA9k4DJhU0I,when_the_party_s_over,"WHEN_WE_ALL_FALL_ASLEEP,_WHERE_DO_WE_GO?",2019-03-29,Billie_Eilish,[],"['art pop', 'electropop', 'pop']",86,4,83,0.11,0.37,0.2,-14.08,0.98,0.0,0.09,1,0.097,4,0.198,1.0,0.0,0.0,1.0,1.0,0.0,1,25
625,7wGoVu4Dady5GV0Sv4UIsx,rockstar,rockstar,2017-09-15,Post_Malone,['21_Savage'],"['dfw rap', 'melodic rap', 'pop', 'rap']",1,5,160,0.52,0.58,0.12,-6.59,0.13,0.0,0.14,0,0.098,4,0.119,0.0,0.0,0.0,1.0,0.0,0.0,1,2
626,0iRKVjfQzpr41T3WsU7shl,Lento,Lento,2019-06-07,Boro,"['Don_Joe', 'MamboLosco']","['italian hip hop', 'italian pop']",65,8,182,0.86,0.65,0.81,-5.8,0.38,0.0,0.23,0,0.225,4,0.812,0.0,0.0,0.0,1.0,0.0,0.0,1,4
628,3r4joW9z1wNxs6fjGdH07A,Calicanto,Lupo_di_Hokkaido,2019-05-24,Claver_Gold,['Kintsugi'],"['italian hip hop', 'italian underground hip hop']",40,8,130,0.45,0.82,0.22,-11.96,0.07,0.0,0.11,1,0.132,4,0.22,0.0,0.0,0.0,1.0,0.0,0.0,1,27
629,07WZiii3438ia3OLnv4nqW,Tu_che_ne_sai_(feat._Zoda),Tu_che_ne_sai_(feat._Zoda),2019-07-12,NASKA,['Zoda'],['emo rap italiano'],43,5,160,0.63,0.5,0.31,-7.58,0.07,0.0,0.35,1,0.066,4,0.313,0.0,0.0,0.0,0.0,0.0,1.0,1,2
640,3lFmTbM3PVxVbXVqluKS2H,Centro_asociale,Musica_per_bambini,2018-06-01,Rancore,[],"['italian hip hop', 'italian underground hip hop']",2,7,117,0.89,0.64,0.65,-4.41,0.03,0.0,0.16,1,0.324,4,0.646,1.0,0.0,0.0,1.0,1.0,0.0,1,14
641,1V3d2He1QMfPka2i7zKjuN,Depressissimo,Musica_per_bambini,2018-06-01,Rancore,[],"['italian hip hop', 'italian underground hip hop']",3,1,110,0.95,0.66,0.43,-4.74,0.06,0.0,0.33,0,0.201,4,0.433,1.0,0.0,0.0,1.0,1.0,0.0,1,8
646,6m1hYbfABsUSL3c7QFRBxB,Without_Me,Covers,2018-10-27,Alec_Chambers,[],[],59,11,136,0.26,0.61,0.34,-12.6,0.8,0.0,0.42,0,0.048,4,0.344,1.0,0.0,0.0,1.0,1.0,0.0,1,27
649,2ZXLWqcJmiiJbSL2cpbHxB,Questo_pianeta,Musica_per_bambini,2018-06-01,Rancore,[],"['italian hip hop', 'italian underground hip hop']",2,2,114,0.85,0.46,0.11,-5.76,0.09,0.0,0.08,1,0.236,4,0.111,1.0,0.0,0.0,1.0,1.0,0.0,1,8
650,3TMiMdMdu02HaqOqkEvWdp,Kill_Yourself_(Part_III),My_Liver_Will_Handle_What_My_Heart_Can_t,2015-09-21,$uicideboy$,[],"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",0,5,106,0.68,0.75,0.2,-7.13,0.34,0.0,0.47,0,0.037,4,0.195,0.0,0.0,0.0,0.0,0.0,0.0,1,21
652,30mENdmFqJznwNa7WNJmVX,Le_tre_di_notte,"The_Illest,_Vol._2",2019-04-26,Mostro,[],"['italian hip hop', 'italian pop']",52,5,114,0.55,0.64,0.43,-11.19,0.74,0.0,0.12,1,0.05,4,0.434,1.0,0.0,0.0,1.0,1.0,0.0,1,3
657,3JnQth6rdt2s9PXtHQMW1E,The_Way,The_Way,2011-06-30,Zack_Hemsey,[],['epicore'],0,5,123,0.45,0.25,0.11,-11.94,0.04,0.933,0.09,0,0.049,4,0.114,0.0,0.0,0.0,0.0,0.0,0.0,1,28
658,6MzED1Sd1Dg6icRjK9NX9E,La_vita_dopo_la_notte,Tenebra_è_la_notte_ed_altri_racconti_di_buio_e_crepuscoli,2019-02-01,Murubutu,[],"['indie rock italiano', 'italian underground hip hop']",0,11,180,0.75,0.62,0.57,-6.19,0.07,0.0,0.27,0,0.312,4,0.57,0.0,0.0,1.0,1.0,0.0,0.0,1,4
666,0I3KHmf0DpAo0JovNmbLbc,Non_voglio_morire,Non_voglio_morire,2018-12-18,Mostro,[],"['italian hip hop', 'italian pop']",27,2,108,0.64,0.64,0.35,-11.01,0.91,0.0,0.1,1,0.226,3,0.348,1.0,0.0,0.0,1.0,1.0,0.0,1,29
676,01TnVDiet1DFTsyWKUKovl,NUMB,?,2018-03-16,XXXTENTACION,[],"['emo rap', 'miami hip hop']",76,11,160,0.42,0.41,0.2,-8.02,0.1,0.179,0.13,0,0.025,4,0.196,1.0,0.0,0.0,1.0,1.0,0.0,1,2
677,16x9bQHw8TBNaGDyULvwad,before_I_close_my_eyes,?,2018-03-16,XXXTENTACION,[],"['emo rap', 'miami hip hop']",70,9,76,0.14,0.36,0.33,-15.15,0.98,0.0,0.11,1,0.039,4,0.334,1.0,0.0,0.0,1.0,1.0,0.0,1,7
679,3ee8Jmje8o58CHK66QrVC2,SAD!,?,2018-03-16,XXXTENTACION,[],"['emo rap', 'miami hip hop']",84,8,75,0.61,0.74,0.47,-4.88,0.26,0.004,0.12,1,0.145,4,0.473,1.0,0.0,0.0,1.0,1.0,0.0,1,7
681,7AFASza1mXqntmGtbxXprO,changes,?,2018-03-16,XXXTENTACION,[],"['emo rap', 'miami hip hop']",81,11,65,0.31,0.67,0.52,-10.07,0.88,0.0,0.1,1,0.029,4,0.52,1.0,0.0,0.0,1.0,1.0,0.0,1,19
688,4Yr7z1MFiI2D3QnldF107i,PERDONAMI,Playlist,2018-11-09,Salmo,[],"['italian hip hop', 'italian pop', 'italian underground hip hop', 'rap sardegna']",59,6,77,0.74,0.7,0.61,-4.72,0.07,0.0,0.09,1,0.272,4,0.606,1.0,0.0,0.0,1.0,1.0,0.0,1,7
690,6Jv6R1QvVm2CuCbqLi1nAT,PXM,Playlist,2018-11-09,Salmo,[],"['italian hip hop', 'italian pop', 'italian underground hip hop', 'rap sardegna']",44,7,160,0.66,0.68,0.54,-9.09,0.12,0.0,0.21,1,0.108,4,0.536,1.0,0.0,0.0,1.0,1.0,0.0,1,2
693,6YVXITGuhhZsqad7Bv3FoK,Losing_Your_Memory,11:59_(Deluxe),2010-08-02,Ryan_Star,[],[],45,8,115,0.37,0.26,0.35,-10.46,0.56,0.0,0.11,1,0.032,5,0.353,0.0,0.0,0.0,0.0,0.0,0.0,1,3
